state,action,q_value,last_action,debug
"('3', '9', 'A')_0.5_J_2",take_discard_2,0.0,g_11_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A')_0.5_J_2",take_discard_3,0.0,g_11_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A')_0.5_J_2",draw_deck_1,0.0,g_11_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A')_0.5_J_2",draw_deck_2,0.0,g_11_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A')_0.5_J_2",draw_deck_3,0.0,g_11_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A')_0.5_J_2",draw_deck_flip_1,0.0,g_11_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A')_0.5_J_2",draw_deck_flip_2,0.0,g_11_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A')_0.5_J_2",draw_deck_flip_3,0.0,g_11_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A', 'J')_-9.5_K_3",take_discard_3,0.0,g_11_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'J')_-9.5_K_3",draw_deck_2,0.0,g_11_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'J')_-9.5_K_3",draw_deck_3,0.0,g_11_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'J')_-9.5_K_3",draw_deck_flip_2,0.0,g_11_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'J')_-9.5_K_3",draw_deck_flip_3,0.0,g_11_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'J', 'K')_0.0_A_4",draw_deck_3,0.0,g_11_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '9', 'J', 'K')_0.0_A_4",draw_deck_flip_3,0.0,g_11_r_4: Q-learning agent took from discard and placed at position 4,{}
"('6', 'Q')_-3.5_8_1",take_discard_1,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",take_discard_2,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",take_discard_3,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",draw_deck_0,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",draw_deck_1,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",draw_deck_2,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",draw_deck_3,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",draw_deck_flip_0,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",draw_deck_flip_1,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",draw_deck_flip_2,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'Q')_-3.5_8_1",draw_deck_flip_3,0.0,g_12_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', '8', 'Q')_0.5_3_2",take_discard_2,0.0,g_12_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'Q')_0.5_3_2",take_discard_3,0.0,g_12_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'Q')_0.5_3_2",draw_deck_1,0.0,g_12_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'Q')_0.5_3_2",draw_deck_2,0.0,g_12_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'Q')_0.5_3_2",draw_deck_3,0.0,g_12_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'Q')_0.5_3_2",draw_deck_flip_1,0.0,g_12_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'Q')_0.5_3_2",draw_deck_flip_2,0.0,g_12_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', '8', 'Q')_0.5_3_2",draw_deck_flip_3,0.0,g_12_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '6', '8', 'Q')_-7.0_Q_3",take_discard_3,0.0,g_12_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '6', '8', 'Q')_-7.0_Q_3",draw_deck_2,0.0,g_12_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '6', '8', 'Q')_-7.0_Q_3",draw_deck_3,0.0,g_12_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '6', '8', 'Q')_-7.0_Q_3",draw_deck_flip_2,0.0,g_12_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '6', '8', 'Q')_-7.0_Q_3",draw_deck_flip_3,0.0,g_12_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '5')_-7.0_7_1",take_discard_1,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",take_discard_2,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",take_discard_3,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",draw_deck_0,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",draw_deck_1,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",draw_deck_2,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",draw_deck_3,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",draw_deck_flip_0,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",draw_deck_flip_1,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",draw_deck_flip_2,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5')_-7.0_7_1",draw_deck_flip_3,0.0,g_13_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5', '7', '7')_-7.0_Q_3",take_discard_3,0.0,g_13_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '5', '7', '7')_-7.0_Q_3",draw_deck_2,0.0,g_13_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '5', '7', '7')_-7.0_Q_3",draw_deck_3,0.0,g_13_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '5', '7', '7')_-7.0_Q_3",draw_deck_flip_2,0.0,g_13_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '5', '7', '7')_-7.0_Q_3",draw_deck_flip_3,0.0,g_13_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '7', '7', 'Q')_-2.5_5_4",draw_deck_3,0.0,g_13_r_4: Q-learning agent took from discard and placed at position 4,{}
"('4', '7', '7', 'Q')_-2.5_5_4",draw_deck_flip_3,0.0,g_13_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '5')_-9.0_Q_1",take_discard_1,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",take_discard_2,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",take_discard_3,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",draw_deck_0,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",draw_deck_1,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",draw_deck_2,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",draw_deck_3,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",draw_deck_flip_0,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",draw_deck_flip_1,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",draw_deck_flip_2,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-9.0_Q_1",draw_deck_flip_3,0.0,g_14_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5', 'Q')_-5.0_6_2",take_discard_2,0.0,g_14_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'Q')_-5.0_6_2",take_discard_3,0.0,g_14_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'Q')_-5.0_6_2",draw_deck_1,0.0,g_14_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'Q')_-5.0_6_2",draw_deck_2,0.0,g_14_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'Q')_-5.0_6_2",draw_deck_3,0.0,g_14_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'Q')_-5.0_6_2",draw_deck_flip_1,0.0,g_14_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'Q')_-5.0_6_2",draw_deck_flip_2,0.0,g_14_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'Q')_-5.0_6_2",draw_deck_flip_3,0.0,g_14_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', '6', 'Q')_-7.5_8_3",take_discard_3,0.0,g_14_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '5', '6', 'Q')_-7.5_8_3",draw_deck_2,0.0,g_14_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '5', '6', 'Q')_-7.5_8_3",draw_deck_3,0.0,g_14_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '5', '6', 'Q')_-7.5_8_3",draw_deck_flip_2,0.0,g_14_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '5', '6', 'Q')_-7.5_8_3",draw_deck_flip_3,0.0,g_14_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '6', '8', 'Q')_-5.0_5_4",draw_deck_3,0.0,g_14_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '6', '8', 'Q')_-5.0_5_4",draw_deck_flip_3,0.0,g_14_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', '9')_4.5_A_1",take_discard_1,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",take_discard_2,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",take_discard_3,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",draw_deck_0,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",draw_deck_1,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",draw_deck_2,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",draw_deck_3,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",draw_deck_flip_0,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",draw_deck_flip_1,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",draw_deck_flip_2,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9')_4.5_A_1",draw_deck_flip_3,0.0,g_15_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '9', 'A')_-1.5_7_2",take_discard_2,0.0,g_15_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '9', 'A')_-1.5_7_2",take_discard_3,0.0,g_15_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '9', 'A')_-1.5_7_2",draw_deck_1,0.0,g_15_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '9', 'A')_-1.5_7_2",draw_deck_2,0.0,g_15_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '9', 'A')_-1.5_7_2",draw_deck_3,0.0,g_15_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '9', 'A')_-1.5_7_2",draw_deck_flip_1,0.0,g_15_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '9', 'A')_-1.5_7_2",draw_deck_flip_2,0.0,g_15_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '9', 'A')_-1.5_7_2",draw_deck_flip_3,0.0,g_15_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '7', '9', 'A')_11.5_7_3",take_discard_3,0.0,g_15_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '7', '9', 'A')_11.5_7_3",draw_deck_2,0.0,g_15_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '7', '9', 'A')_11.5_7_3",draw_deck_3,0.0,g_15_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '7', '9', 'A')_11.5_7_3",draw_deck_flip_2,0.0,g_15_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '7', '9', 'A')_11.5_7_3",draw_deck_flip_3,0.0,g_15_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', 'J')_-1.0_A_1",take_discard_1,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",take_discard_2,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",take_discard_3,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",draw_deck_0,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",draw_deck_1,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",draw_deck_2,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",draw_deck_3,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",draw_deck_flip_0,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",draw_deck_flip_1,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",draw_deck_flip_2,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'J')_-1.0_A_1",draw_deck_flip_3,0.0,g_16_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A', 'J')_-10.0_K_2",take_discard_2,0.0,g_16_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', 'A', 'J')_-10.0_K_2",take_discard_3,0.0,g_16_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', 'A', 'J')_-10.0_K_2",draw_deck_1,0.0,g_16_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', 'A', 'J')_-10.0_K_2",draw_deck_2,0.0,g_16_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', 'A', 'J')_-10.0_K_2",draw_deck_3,0.0,g_16_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', 'A', 'J')_-10.0_K_2",draw_deck_flip_1,0.0,g_16_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', 'A', 'J')_-10.0_K_2",draw_deck_flip_2,0.0,g_16_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', 'A', 'J')_-10.0_K_2",draw_deck_flip_3,0.0,g_16_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', 'A', 'J', 'K')_-4.5_4_3",take_discard_3,0.0,g_16_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', 'A', 'J', 'K')_-4.5_4_3",draw_deck_2,0.0,g_16_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', 'A', 'J', 'K')_-4.5_4_3",draw_deck_3,0.0,g_16_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', 'A', 'J', 'K')_-4.5_4_3",draw_deck_flip_2,0.0,g_16_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', 'A', 'J', 'K')_-4.5_4_3",draw_deck_flip_3,0.0,g_16_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', 'A', 'K')_-7.0_8_4",draw_deck_3,0.0,g_16_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '4', 'A', 'K')_-7.0_8_4",draw_deck_flip_3,0.0,g_16_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '5')_-3.0_3_1",take_discard_1,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",take_discard_2,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",take_discard_3,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",draw_deck_0,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",draw_deck_1,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",draw_deck_2,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",draw_deck_3,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",draw_deck_flip_0,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",draw_deck_flip_1,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",draw_deck_flip_2,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5')_-3.0_3_1",draw_deck_flip_3,0.0,g_17_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3', '5')_-4.5_6_2",take_discard_2,0.0,g_17_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '5')_-4.5_6_2",take_discard_3,0.0,g_17_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '5')_-4.5_6_2",draw_deck_1,0.0,g_17_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '5')_-4.5_6_2",draw_deck_2,0.0,g_17_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '5')_-4.5_6_2",draw_deck_3,0.0,g_17_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '5')_-4.5_6_2",draw_deck_flip_1,0.0,g_17_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '5')_-4.5_6_2",draw_deck_flip_2,0.0,g_17_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '5')_-4.5_6_2",draw_deck_flip_3,0.0,g_17_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '5', '6')_-3.5_4_4",draw_deck_3,0.0,g_17_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '3', '5', '6')_-3.5_4_4",draw_deck_flip_3,0.0,g_17_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '9')_-1.0_3_1",take_discard_1,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",take_discard_2,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",take_discard_3,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",draw_deck_0,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",draw_deck_1,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",draw_deck_2,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",draw_deck_3,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",draw_deck_flip_0,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",draw_deck_flip_1,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",draw_deck_flip_2,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '9')_-1.0_3_1",draw_deck_flip_3,0.0,g_18_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3', '9')_-8.5_10_2",take_discard_2,0.0,g_18_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '9')_-8.5_10_2",take_discard_3,0.0,g_18_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '9')_-8.5_10_2",draw_deck_1,0.0,g_18_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '9')_-8.5_10_2",draw_deck_2,0.0,g_18_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '9')_-8.5_10_2",draw_deck_3,0.0,g_18_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '9')_-8.5_10_2",draw_deck_flip_1,0.0,g_18_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '9')_-8.5_10_2",draw_deck_flip_2,0.0,g_18_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '9')_-8.5_10_2",draw_deck_flip_3,0.0,g_18_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '3', '9')_-6.5_7_3",take_discard_3,0.0,g_18_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '3', '9')_-6.5_7_3",draw_deck_2,0.0,g_18_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '3', '9')_-6.5_7_3",draw_deck_3,0.0,g_18_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '3', '9')_-6.5_7_3",draw_deck_flip_2,0.0,g_18_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '3', '9')_-6.5_7_3",draw_deck_flip_3,0.0,g_18_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '3', '7')_-9.0_9_4",draw_deck_3,0.0,g_18_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', '2', '3', '7')_-9.0_9_4",draw_deck_flip_3,0.0,g_18_r_4: Q-learning agent took from discard and placed at position 4,{}
"('5', 'K')_-7.0_7_1",take_discard_1,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",take_discard_2,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",take_discard_3,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",draw_deck_0,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",draw_deck_1,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",draw_deck_2,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",draw_deck_3,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",draw_deck_flip_0,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",draw_deck_flip_1,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",draw_deck_flip_2,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'K')_-7.0_7_1",draw_deck_flip_3,0.0,g_19_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7', 'K')_2.5_J_2",take_discard_2,0.0,g_19_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '7', 'K')_2.5_J_2",take_discard_3,0.0,g_19_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '7', 'K')_2.5_J_2",draw_deck_1,0.0,g_19_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '7', 'K')_2.5_J_2",draw_deck_2,0.0,g_19_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '7', 'K')_2.5_J_2",draw_deck_3,0.0,g_19_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '7', 'K')_2.5_J_2",draw_deck_flip_1,0.0,g_19_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '7', 'K')_2.5_J_2",draw_deck_flip_2,0.0,g_19_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '7', 'K')_2.5_J_2",draw_deck_flip_3,0.0,g_19_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '7', 'J', 'K')_2.0_A_3",take_discard_3,0.0,g_19_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '7', 'J', 'K')_2.0_A_3",draw_deck_2,0.0,g_19_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '7', 'J', 'K')_2.0_A_3",draw_deck_3,0.0,g_19_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '7', 'J', 'K')_2.0_A_3",draw_deck_flip_2,0.0,g_19_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '7', 'J', 'K')_2.0_A_3",draw_deck_flip_3,0.0,g_19_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4')_-2.5_5_1",take_discard_1,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",take_discard_2,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",take_discard_3,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",draw_deck_0,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",draw_deck_1,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",draw_deck_2,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",draw_deck_3,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",draw_deck_flip_0,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",draw_deck_flip_1,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",draw_deck_flip_2,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-2.5_5_1",draw_deck_flip_3,0.0,g_20_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4', '5')_-4.0_6_2",take_discard_2,0.0,g_20_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '5')_-4.0_6_2",take_discard_3,0.0,g_20_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '5')_-4.0_6_2",draw_deck_1,0.0,g_20_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '5')_-4.0_6_2",draw_deck_2,0.0,g_20_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '5')_-4.0_6_2",draw_deck_3,0.0,g_20_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '5')_-4.0_6_2",draw_deck_flip_1,0.0,g_20_r_2: Q-learning agent took from discard and placed at position 2,{}
